forum_id,comment_id,message,cleaned_message,sentiment_score
1817650,58870871,anime discussion post discuss manga beyond episode leonard burns joke idk somehow episode felt like wanted prove shirna abilities powerful opponent fight pretty flashy expected lots visual coloring cinematics season finale idk penultimate episode season finale feeling season announced summer 2020,anime discussion post discuss manga beyond episode leonard burns joke idk somehow episode felt like wanted prove shirna abilities powerful opponent fight pretty flashy expected lots visual coloring cinematics season finale idk penultimate episode season finale feeling season announced summer 2020,0.8316
1817650,58870901,fine sakuga start episode good thing ended season nice looking action story shinra learns truth incident happened 12 years ago credits scene felt like concluding point season guess got s2 thatnot bad season overall tho production ups downs definitely would prefer manga anime,fine sakuga start episode good thing ended season nice looking action story shinra learns truth incident happened 12 years ago credits scene felt like concluding point season guess got s2 thatnot bad season overall tho production ups downs definitely would prefer manga anime,0.9001
1817650,58871194,awesome! episode really love fire force lot wait season overall 9 10 latom,awesome! episode really love fire force lot wait season overall 9 10 latom,0.8024
1817650,58871225,damnnn bro fridays without dr stone fire force combo gonna hit believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd season coming soon wait see current arc animated already great time start reading,damnnn bro fridays without dr stone fire force combo gonna hit believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd season coming soon wait see current arc animated already great time start reading,0.9477
1817650,58871250,nice see shinra well enough return active duty station mention welcome messages team well battle burns shinra sure showed powerful burns even shinra newfound speed though shinra managed discover truth sure one rather uncomfortable shinra haumea kid creepy character adult asako reaction resemblance sure amusing overall excellent finale introducing heavy revelations series finally revealed rather cruel truth behind events past also well introduce new direction 8th take fight truth wait see s2 begins overall season solid 8 10,nice see shinra well enough return active duty station mention welcome messages team well battle burns shinra sure showed powerful burns even shinra newfound speed though shinra managed discover truth sure one rather uncomfortable shinra haumea kid creepy character adult asako reaction resemblance sure amusing overall excellent finale introducing heavy revelations series finally revealed rather cruel truth behind events past also well introduce new direction 8th take fight truth wait see s2 begins overall season solid 8 10,0.9709
1817650,58871342,post credit scene,post credit scene,0.3818
1817650,58871363,rather enjoyed series watched action disappointed fight scenes eargasms animation point pleasure experience one best animated action shonen seen liked last battle scene captain burns little backstory ending weaker side finale thankful cliffhanger instead lighthearted still could ended better note unfortunately many people rated show 3 shame feel fighting kept show disaster taken shonen definitely worth 3 lol opinion others hate matter,rather enjoyed series watched action disappointed fight scenes eargasms animation point pleasure experience one best animated action shonen seen liked last battle scene captain burns little backstory ending weaker side finale thankful cliffhanger instead lighthearted still could ended better note unfortunately many people rated show 3 shame feel fighting kept show disaster taken shonen definitely worth 3 lol opinion others hate matter,0.6326
1817650,58871380,enjoyed immensely despite criticism leveled fun entertaining bereft patronising endless monologues shounen series,enjoyed immensely despite criticism leveled fun entertaining bereft patronising endless monologues shounen series,0.7099
1817650,58871394,potential last episode kept show alive 10 series overall,potential last episode kept show alive 10 series overall,0.3818
1817650,58871410,bit worried last weeks episode really live expectations finale straight fire decent sakuga reveal happened 12 years ago contrast quite chilling really liked post ending scene part maki beni hilarious great watch point particular thanks characters interactions series also hottest girls recent battle shounen p think hope plot going pick real therefore glad second season already announced,bit worried last weeks episode really live expectations finale straight fire decent sakuga reveal happened 12 years ago contrast quite chilling really liked post ending scene part maki beni hilarious great watch point particular thanks characters interactions series also hottest girls recent battle shounen p think hope plot going pick real therefore glad second season already announced,0.9226
1817650,58871478,best boy charon go truth 12 years ago hopefully demon infernal mom shinra still alive bring back human form like demon slayer plot loldamn hibana hot,best boy charon go truth 12 years ago hopefully demon infernal mom shinra still alive bring back human form like demon slayer plot loldamn hibana hot,0.9231
1817650,58871488,wasted potential shame 3 10 anime pd good thing bara material lol,wasted potential shame 3 10 anime pd good thing bara material lol,-0.1531
1817650,58871499,first fire force even watchlist radar many charming guys ranging bara men like captain 1st 8th squad vulcan adorkable boys like shinra arthur next season welcomed,first fire force even watchlist radar many charming guys ranging bara men like captain 1st 8th squad vulcan adorkable boys like shinra arthur next season welcomed,0.8316
1817650,58871503,solid finale! finally truth absolutely horrific! seeing mother pain dragging horns cover eyes like seriously hurt yikes really hope shinra finds way revert back ends misery case haumei whatever name definitely enemy want face good thing arthur got plasma though definitely irk future upcoming arcs sure sho adolla burst giving rise shinra fire prowess makes sense target sho initially instead conducting attack sho birth even captain 1 seen much literally well glad finally let secret hoping show sneak peek things evangelist side could know sho mom state suppose season cover overall show fairly good constant ups downs started fire seemed die bit rose back final 3 episodes much thanks david production indeed! course taking away feels though unnecessary complications currently however lookong forward end day mission accomplished team suppose character interactions really nice soundtracks fairly good especially battle osts much better comedy honest animation quality brilliant way especially magnificent hype moments surely treat watch! really nice use effects imo doubt strongest department series great looking shows year certainly among finest personally problem directing transition different scenes anything else course comedy moments dulled experience bit award show healthy 7 0 10 bloody fun keep nonetheless genuinely curious see things unfold next note looking forward season upcoming summer hoping consist two cours effectively live rumours way,solid finale! finally truth absolutely horrific! seeing mother pain dragging horns cover eyes like seriously hurt yikes really hope shinra finds way revert back ends misery case haumei whatever name definitely enemy want face good thing arthur got plasma though definitely irk future upcoming arcs sure sho adolla burst giving rise shinra fire prowess makes sense target sho initially instead conducting attack sho birth even captain 1 seen much literally well glad finally let secret hoping show sneak peek things evangelist side could know sho mom state suppose season cover overall show fairly good constant ups downs started fire seemed die bit rose back final 3 episodes much thanks david production indeed! course taking away feels though unnecessary complications currently however lookong forward end day mission accomplished team suppose character interactions really nice soundtracks fairly good especially battle osts much better comedy honest animation quality brilliant way especially magnificent hype moments surely treat watch! really nice use effects imo doubt strongest department series great looking shows year certainly among finest personally problem directing transition different scenes anything else course comedy moments dulled experience bit award show healthy 7 0 10 bloody fun keep nonetheless genuinely curious see things unfold next note looking forward season upcoming summer hoping consist two cours effectively live rumours way,0.9942
1817650,58871546,haumea girl creepy af younger shinra finally learned happened 12 years ago feel sorry nice see princess hibana really hot 7 10 anime great watch looking forward season látom,haumea girl creepy af younger shinra finally learned happened 12 years ago feel sorry nice see princess hibana really hot 7 10 anime great watch looking forward season látom,0.765
1817650,58871579,manga chapter episode finish would like catch thanks!,manga chapter episode finish would like catch thanks!,0.69
1817650,58871589,shinra vs burns fight great time shinra able damage bit finally truth 12 years ago revealed sad story hope shinra finds mom someday saves post credit scene hilarious damn boy hibana hot af,shinra vs burns fight great time shinra able damage bit finally truth 12 years ago revealed sad story hope shinra finds mom someday saves post credit scene hilarious damn boy hibana hot af,0.4588
1817650,58871619,manga chapter episode finish would like catch thanks!i suppose chapter 90,manga chapter episode finish would like catch thanks!i suppose chapter 90,0.4199
1817650,58871620,pretty generic shounen started great overuse cheap comedy bad fan service inappropriate time almost ruined everything show saved last 3 episodes incredible openings endings mayday coldrain feat ryo crystal lake one best songs 2019final score 7 10 waiting season summer 2020,pretty generic shounen started great overuse cheap comedy bad fan service inappropriate time almost ruined everything show saved last 3 episodes incredible openings endings mayday coldrain feat ryo crystal lake one best songs 2019final score 7 10 waiting season summer 2020,0.9152
1817650,58871739,ok series pretty classic series nothing special say bit entertaining watch second season,ok series pretty classic series nothing special say bit entertaining watch second season,0.722
1817650,58871757,pretty generic shounen started great overuse cheap comedy bad fan service inappropriate time almost ruined everything show saved last 3 episodes incredible openings endings mayday coldrain feat ryo crystal lake one best songs 2019final score 7 10 waiting season summer 2020 curious liked episode 17 benimaru introduced,pretty generic shounen started great overuse cheap comedy bad fan service inappropriate time almost ruined everything show saved last 3 episodes incredible openings endings mayday coldrain feat ryo crystal lake one best songs 2019final score 7 10 waiting season summer 2020 curious liked episode 17 benimaru introduced,0.9509
1817650,58871996,burns story 12 years ago massive plothole hell know hauge evangelist rooftops ones awakened sho mystical powers ignited big fire mention know infernal saw shinra house fact shinra mom specially since arrived later fire already consuming house flashback sequence works information character experienced eyes infodump 3rd party point view point victor blabbermouth shinra almost killing using special technique could even surpass lightspeed fact take big toll fight sho took 3 day bedrest surgery onigiri use burns without consequences body without tearing actual fabric space much expected nothing pure pseudo science babble make bigger deal meh really interested going rest show poor storywriting lazy editing come huge disclaimer viewer ignore fatal flaws intend go way,burns story 12 years ago massive plothole hell know hauge evangelist rooftops ones awakened sho mystical powers ignited big fire mention know infernal saw shinra house fact shinra mom specially since arrived later fire already consuming house flashback sequence works information character experienced eyes infodump 3rd party point view point victor blabbermouth shinra almost killing using special technique could even surpass lightspeed fact take big toll fight sho took 3 day bedrest surgery onigiri use burns without consequences body without tearing actual fabric space much expected nothing pure pseudo science babble make bigger deal meh really interested going rest show poor storywriting lazy editing come huge disclaimer viewer ignore fatal flaws intend go way,-0.9557
1817650,58872059,burns one tough guy! fight quite nice pretty good animation one would expect fire force truth finally eventho obvious good anime animation always highlight show overally really solid job one thing irritated many far away still shots dialouge second opening song going missed well open spotify is!8 10second season announced well please give us lisa!,burns one tough guy! fight quite nice pretty good animation one would expect fire force truth finally eventho obvious good anime animation always highlight show overally really solid job one thing irritated many far away still shots dialouge second opening song going missed well open spotify is!8 10second season announced well please give us lisa!,0.9345
1817650,58872223,wtf !!!!! cliffhanger next season !!!!!,wtf !!!!! cliffhanger next season !!!!!,-0.7156
1817650,58872229,best boy charon go truth 12 years ago hopefully demon infernal mom shinra still alive bring back human form like demon slayer plot loldamn hibana hot hot seeing panty,best boy charon go truth 12 years ago hopefully demon infernal mom shinra still alive bring back human form like demon slayer plot loldamn hibana hot hot seeing panty,0.9231
1817650,58872237,even though problems show throughout run fun entertaining watch definitely serves great time passer plus action treat eyes truth incident 12 years ago revealed look forward seeing story goes,even though problems show throughout run fun entertaining watch definitely serves great time passer plus action treat eyes truth incident 12 years ago revealed look forward seeing story goes,0.936
1817650,58872251,8th goes time shinra rest recover fight glad finally told truth fire mother,8th goes time shinra rest recover fight glad finally told truth fire mother,0.0772
1817650,58872291,wasted potential shame 3 10 anime pd good thing bara material lol gladly getting rescued obi vulcan,wasted potential shame 3 10 anime pd good thing bara material lol gladly getting rescued obi vulcan,0.5574
1817650,58872327,overall decent show half time either decent barely trashy moments half actually enjoyable like fight scenes also look good animation 5 10,overall decent show half time either decent barely trashy moments half actually enjoyable like fight scenes also look good animation 5 10,0.6908
1817650,58872366,dang shinra mom might still alive somewhere hyped s2,dang shinra mom might still alive somewhere hyped s2,0.3818
1817650,58872426,burns story 12 years ago massive plothole hell know hauge evangelist rooftops ones awakened sho mystical powers ignited big fire mention know infernal saw shinra house fact shinra mom specially since arrived later fire already consuming house flashback sequence works information character experienced eyes infodump 3rd party point view point victor blabbermouth shinra almost killing using special technique could even surpass lightspeed fact take big toll fight sho took 3 day bedrest surgery onigiri use burns without consequences body without tearing actual fabric space much expected nothing pure pseudo science babble make bigger deal meh really interested going rest show poor storywriting lazy editing come huge disclaimer viewer ignore fatal flaws intend go way got wrong victor meant shinra kept could die could die die certain huge gap unfortunately everyone takes could die certain simply possibility someone possibility die like could die something 100 certain happen sure people confusing terms big time victors speculation obviously became reality terms tolls tolls shinra body even though show like manga shinra super close die weeks hospital reason survived adolla burst adolla link answer burns knew white clads kinda spoiler something find season2 thing burns obviously knew hunting guys knew would area narration burns perspective generic flashback narration show happened everyone perspective way burns know guys roof building since visual contact also way sho responsible turning mom infernal burns fuck season spoiler yeah right cannot explained burns would know everything something happen next season probably justify knew pay,burns story 12 years ago massive plothole hell know hauge evangelist rooftops ones awakened sho mystical powers ignited big fire mention know infernal saw shinra house fact shinra mom specially since arrived later fire already consuming house flashback sequence works information character experienced eyes infodump 3rd party point view point victor blabbermouth shinra almost killing using special technique could even surpass lightspeed fact take big toll fight sho took 3 day bedrest surgery onigiri use burns without consequences body without tearing actual fabric space much expected nothing pure pseudo science babble make bigger deal meh really interested going rest show poor storywriting lazy editing come huge disclaimer viewer ignore fatal flaws intend go way got wrong victor meant shinra kept could die could die die certain huge gap unfortunately everyone takes could die certain simply possibility someone possibility die like could die something 100 certain happen sure people confusing terms big time victors speculation obviously became reality terms tolls tolls shinra body even though show like manga shinra super close die weeks hospital reason survived adolla burst adolla link answer burns knew white clads kinda spoiler something find season2 thing burns obviously knew hunting guys knew would area narration burns perspective generic flashback narration show happened everyone perspective way burns know guys roof building since visual contact also way sho responsible turning mom infernal burns fuck season spoiler yeah right cannot explained burns would know everything something happen next season probably justify knew pay,-0.9868
1817650,58872485,fight shinra burns good great ending pretty good show overall lots fun watching,fight shinra burns good great ending pretty good show overall lots fun watching,0.93
1817650,58872713,great last episode!captain burns shinra figth awesome burns joke!finaly shinra learn happened fire 12 years ago haumei made something powers made sho awaken also mother turned infernal left horrific flashback shinra past chance mother alive!haumei even kid creepy damn!pos ending scene surely funny!overall really liked anime aniamtion every character amusing way osts really good! miss characters sure!i rally happy second season summer hyped that!,great last episode!captain burns shinra figth awesome burns joke!finaly shinra learn happened fire 12 years ago haumei made something powers made sho awaken also mother turned infernal left horrific flashback shinra past chance mother alive!haumei even kid creepy damn!pos ending scene surely funny!overall really liked anime aniamtion every character amusing way osts really good! miss characters sure!i rally happy second season summer hyped that!,0.9594
1817650,58872732,disappointed last episodes first season excellent made realised 24 episodes animated way could watched one best anime season even year mob psycho 100 ii others way impatiently waiting 2nd season hope animated way last episodes knowing capacity david production gave us orgasmic animation even animation quality sometimes quite low rhthym narration confused make care story characters except tamaki fanservice character really liked evolution backgroud shinra contrary shounen charaters really interesting like development universe anime fight scenes also really creative final rate solid 8 10 2nd season coming next summer,disappointed last episodes first season excellent made realised 24 episodes animated way could watched one best anime season even year mob psycho 100 ii others way impatiently waiting 2nd season hope animated way last episodes knowing capacity david production gave us orgasmic animation even animation quality sometimes quite low rhthym narration confused make care story characters except tamaki fanservice character really liked evolution backgroud shinra contrary shounen charaters really interesting like development universe anime fight scenes also really creative final rate solid 8 10 2nd season coming next summer,0.9389
1817650,58872799,say disappointed absolutely zero expectations mediocre hell shit like already gets second seasons pathetic sales kny gets movie ridiculous,say disappointed absolutely zero expectations mediocre hell shit like already gets second seasons pathetic sales kny gets movie ridiculous,-0.9432
1817650,58872872,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd hilariously rich coming someone wrote quote fire force offers one original takes shonen whole write hero academia whole basic premise main character playing hero role one used tropes battle shonen,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd hilariously rich coming someone wrote quote fire force offers one original takes shonen whole write hero academia whole basic premise main character playing hero role one used tropes battle shonen,0.9651
1817650,58872876,say disappointed absolutely zero expectations mediocre hell shit like already gets second seasons pathetic sales kny gets movie ridiculous cares sales ratings plus kny movie bad,say disappointed absolutely zero expectations mediocre hell shit like already gets second seasons pathetic sales kny gets movie ridiculous cares sales ratings plus kny movie bad,-0.9477
1817650,58872896,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd whole basic premise main character playing hero role one used tropes battle shonen like hero academia,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd whole basic premise main character playing hero role one used tropes battle shonen like hero academia,0.9599
1817650,58872905,got wrong victor meant shinra kept could die could die die certain huge gap unfortunately everyone takes could die certain simply possibility someone possibility die like could die something 100 certain happen sure people confusing terms big time order thoughts trying explain something even grasp terrible gramatical mess use proof reader next time victors speculation obviously became reality terms tolls tolls shinra body even though show like manga shinra super close die weeks hospital reason survived adolla burst adolla link give two fucks shown like mango anime failed show actual wear tear side effects using ultrasuperpowaful overrated hyped shonen move generic 365 hero used save ass dire situation fail adaptation viktor rant pointless verbal diahrrea hype gullible ones answer burns knew white clads kinda spoiler something find season2 thing burns obviously knew hunting guys knew would area wich makes another fail storytelling requires explanation season wich planning watch finales meant close passage story create questions itthe narration burns perspective generic flashback narration show happened everyone perspective perspectives flashback shinra burns since characters stablishing conversation point view haumei sho wich baby recollection understanding hsi surroundings since actual scene interacting characters terrible choice even amateur director,got wrong victor meant shinra kept could die could die die certain huge gap unfortunately everyone takes could die certain simply possibility someone possibility die like could die something 100 certain happen sure people confusing terms big time order thoughts trying explain something even grasp terrible gramatical mess use proof reader next time victors speculation obviously became reality terms tolls tolls shinra body even though show like manga shinra super close die weeks hospital reason survived adolla burst adolla link give two fucks shown like mango anime failed show actual wear tear side effects using ultrasuperpowaful overrated hyped shonen move generic 365 hero used save ass dire situation fail adaptation viktor rant pointless verbal diahrrea hype gullible ones answer burns knew white clads kinda spoiler something find season2 thing burns obviously knew hunting guys knew would area wich makes another fail storytelling requires explanation season wich planning watch finales meant close passage story create questions itthe narration burns perspective generic flashback narration show happened everyone perspective perspectives flashback shinra burns since characters stablishing conversation point view haumei sho wich baby recollection understanding hsi surroundings since actual scene interacting characters terrible choice even amateur director,-0.9888
1817650,58872911,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd hilariously rich coming someone wrote quote fire force offers one original takes shonen whole write hero academia whole basic premise main character playing hero role one used tropes battle shonen emphasis meaning hero makes original angle given premise,believe people really passed show fan service style substance bs straight heat along bc definitely fave new gen fights consistently amazing sound design like eargasm every time issues op fact camera seemed linger characters finished talking odd hilariously rich coming someone wrote quote fire force offers one original takes shonen whole write hero academia whole basic premise main character playing hero role one used tropes battle shonen emphasis meaning hero makes original angle given premise,0.978
1817650,58872932,like hero academia dragon ball naruto hunter x hunter want full list main characters want play role world reknown hero look popular battle shonens google,like hero academia dragon ball naruto hunter x hunter want full list main characters want play role world reknown hero look popular battle shonens google,0.9169
1817650,58872939,emphasis meaning hero makes original angle given premisenope exactly like stacy malibu meme premise different type hat,emphasis meaning hero makes original angle given premisenope exactly like stacy malibu meme premise different type hat,0.8126
1817650,58872995,ohh shinra sure shock right knowing enemy along mother demon sho ohh lets see deal 2nd seson,ohh shinra sure shock right knowing enemy along mother demon sho ohh lets see deal 2nd seson,-0.5859
1817650,58872997,emphasis meaning hero makes original angle given premisenope exactly like stacy malibu meme premise different type hat kimurahi think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real life,emphasis meaning hero makes original angle given premisenope exactly like stacy malibu meme premise different type hat kimurahi think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real life,0.9833
1817650,58873002,really liking series far 2019 good year anime general opinion,really liking series far 2019 good year anime general opinion,0.7089
1817650,58873029,chill fun good ending asako haumea great candidates waifus second season,chill fun good ending asako haumea great candidates waifus second season,0.8834
1817650,58873054,damn! great battle scene burns shinra david production really fantastic jobso 12 years ago sho caused fire instigated evangelist group meanwhile mother might still alive next season might shinra trying find way turn infernals back human looking forward summer 2020!!!,damn! great battle scene burns shinra david production really fantastic jobso 12 years ago sho caused fire instigated evangelist group meanwhile mother might still alive next season might shinra trying find way turn infernals back human looking forward summer 2020!!!,0.7237
1817650,58873055,part enjoyed episode learning meaning past events took place etc leonard burns like get 5 enjoyment episode5 10 season overall character framing bad world building mediocre eh went wrong fire force felt like ok believe potential beginning watching maybe new seasonal hype talking lmao,part enjoyed episode learning meaning past events took place etc leonard burns like get 5 enjoyment episode5 10 season overall character framing bad world building mediocre eh went wrong fire force felt like ok believe potential beginning watching maybe new seasonal hype talking lmao,0.8402
1817650,58873097,think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real lifeyou got backwards stacy malibu core battle shonen based main character high morality duty serve hero hat indeed setting wich intechangable ninjas space pirates medieval warriors,think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real lifeyou got backwards stacy malibu core battle shonen based main character high morality duty serve hero hat indeed setting wich intechangable ninjas space pirates medieval warriors,0.9735
1817650,58873111,think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real lifeyou got backwards stacy malibu core battle shonen based main character high morality duty serve hero hat indeed setting wich intechangable ninjas space pirates medieval warriors ah thanks clarifying englsih speaker using shitty googl translator,think like changing stacy giving hat many characters shonen demography objectives lets take objective quite life example kira yoshikage tsuna sawada ichigo kurosaki beggining want quite life situations develpoment given totally differentgon freecs btw wrong gon wanting hero natsu dragneel want find parents one great character shitty oneedward elric tanjiro kamado kaname tatara newby shonen want save brothers sister allplus think shinra haves another objectives becoming hero like saving brother finding mother defeat evangelist think fact wants hero like reference firefighters heroes real lifeyou got backwards stacy malibu core battle shonen based main character high morality duty serve hero hat indeed setting wich intechangable ninjas space pirates medieval warriors ah thanks clarifying englsih speaker using shitty googl translator,0.9712
1817650,58873118,fire force fun anime enjoyed whole season especially dry humour fight scenes happy hear shinra mum could still alive hope season good first,fire force fun anime enjoyed whole season especially dry humour fight scenes happy hear shinra mum could still alive hope season good first,0.9502
1817650,58873151,yautja mean movie profitable initially planned cours heard probably happening soon maybe already produced,yautja mean movie profitable initially planned cours heard probably happening soon maybe already produced,0.4404
1817650,58873260,pretty decent finale though like direction atleast sakuga great 5 10,pretty decent finale though like direction atleast sakuga great 5 10,0.8689
1817650,58873358,overall everything pretty good weird still scenes along pictures quite fit mood definitely prefer manga even though parts anime better scenes final rating 7 10,overall everything pretty good weird still scenes along pictures quite fit mood definitely prefer manga even though parts anime better scenes final rating 7 10,0.9195
1817650,58873519,dialog burns shinra looked shaft like,dialog burns shinra looked shaft like,0.3612
1817650,58873864,action impressive always glad burns seem evil least anyways yeah see much resemblance girl grandfather actually really happy get anime,action impressive always glad burns seem evil least anyways yeah see much resemblance girl grandfather actually really happy get anime,0.796
1817650,58873889,oh wow expect demon flashback shinra mother also haumea pretty fucking crazy lol well goes one favorite anime year much fun loved characters ending scene really nice girls great like seriously waifu waifu waifu show never disappointed girls animation amazing favorite op year inferno going miss show much thankfully 6 months back hibana best fucking girl! 3 3 3,oh wow expect demon flashback shinra mother also haumea pretty fucking crazy lol well goes one favorite anime year much fun loved characters ending scene really nice girls great like seriously waifu waifu waifu show never disappointed girls animation amazing favorite op year inferno going miss show much thankfully 6 months back hibana best fucking girl! 3 3 3,0.9924
1817650,58873942,hmmm far battle shonen go fire force decent thanks dp kept fights looking good way end high quality big props sadly plot slowly getting better still reeked generic ness mainly mc always wanted hero world building done short 20 second intro week shame setting world fire force interesting barely seen much far left much impact mainly due writing always tired pretend liked even going knew source great disappointed since still nailed pretty big part battle shonen battles jump animes year like dr stone yabia seriously one weaker onesdon even get started fanservice worst timed ever seen complete waste character almost made lucy seem useful 7 1010 10 fights10 10 music yowill say visual art season seems pretty intense still hope fire force,hmmm far battle shonen go fire force decent thanks dp kept fights looking good way end high quality big props sadly plot slowly getting better still reeked generic ness mainly mc always wanted hero world building done short 20 second intro week shame setting world fire force interesting barely seen much far left much impact mainly due writing always tired pretend liked even going knew source great disappointed since still nailed pretty big part battle shonen battles jump animes year like dr stone yabia seriously one weaker onesdon even get started fanservice worst timed ever seen complete waste character almost made lucy seem useful 7 1010 10 fights10 10 music yowill say visual art season seems pretty intense still hope fire force,-0.6808
1817650,58873965,7 10 7 5 10 eps 22 23 hehe bad anime normal shounen first transitions scenes choppy enjoyable,7 10 7 5 10 eps 22 23 hehe bad anime normal shounen first transitions scenes choppy enjoyable,-0.1531
1817650,58874116,wow killer final episode season 1 learned hell lot idk small brain able remember season next year xd might binge manga patient xdstill shinra mum turning demon something else seeing still care shou even control looked like something straight horror movie wholesome way still states maybe confirmed alive interesting would love see play whelp hope everyone good rest 2019 cya lads around 2020! látom,wow killer final episode season 1 learned hell lot idk small brain able remember season next year xd might binge manga patient xdstill shinra mum turning demon something else seeing still care shou even control looked like something straight horror movie wholesome way still states maybe confirmed alive interesting would love see play whelp hope everyone good rest 2019 cya lads around 2020! látom,0.9531
1817650,58874129,action scenes series usually good last fight captain burn definitely drool worthy season 1 hovering 7 8 depending mood decided go 8 hesitantly reason usually recommend people watch shows 7 list unless lots time plenty shows 8 general,action scenes series usually good last fight captain burn definitely drool worthy season 1 hovering 7 8 depending mood decided go 8 hesitantly reason usually recommend people watch shows 7 list unless lots time plenty shows 8 general,0.7351
1817650,58874150,nice see new goal mc able reunite brother even though manipulated moment story ok abused shonen cliches sure animation phenomenal still enjoyed dr stone shonen season 8 10,nice see new goal mc able reunite brother even though manipulated moment story ok abused shonen cliches sure animation phenomenal still enjoyed dr stone shonen season 8 10,0.5719
1817650,58874243,feel like show could great characters made shut hell almost every fight ruined standing around explaining everything opponents example sho introduction insanely cool later encounter everything got repeatedly narrated science kun although way shinra got slashed face sword multiple times fine also pretty bad lisa comes surprise betrayal immediately explains powers work via magnets standing inventor lab inventor knows well present gets countered wanted like show much cool ideas visual medium waste characters stand around explaining things audience instead,feel like show could great characters made shut hell almost every fight ruined standing around explaining everything opponents example sho introduction insanely cool later encounter everything got repeatedly narrated science kun although way shinra got slashed face sword multiple times fine also pretty bad lisa comes surprise betrayal immediately explains powers work via magnets standing inventor lab inventor knows well present gets countered wanted like show much cool ideas visual medium waste characters stand around explaining things audience instead,-0.2163
1817650,58874299,lmao reference!url,lmao reference!url,0.636
1817650,58874522,great series bad one either definitely could improve hopefully second season maybe trim useless fanservice tamaki truly legit season tho 6 10,great series bad one either definitely could improve hopefully second season maybe trim useless fanservice tamaki truly legit season tho 6 10,0.8402
1817650,58874664,mother turn demon shou triggered fire exactly evangelists ended questions answers,mother turn demon shou triggered fire exactly evangelists ended questions answers,-0.34
1817650,58874700,people already reviews fire force thing people satisfied know know anime potential background sound bit felt empty except story characters everything interesting really enjoyed series well 10 8 5,people already reviews fire force thing people satisfied know know anime potential background sound bit felt empty except story characters everything interesting really enjoyed series well 10 8 5,0.8051
1817650,58874750,would say story really good incredible animation fine watch,would say story really good incredible animation fine watch,0.6115
1817650,58874755,really gotta love conceited comments thread huh quite laugh gotta say end protect sho shinra little spar burns mighty impressive effects giving todoroki sakuga flashbacks,really gotta love conceited comments thread huh quite laugh gotta say end protect sho shinra little spar burns mighty impressive effects giving todoroki sakuga flashbacks,0.9491
1817650,58874788,really liked series think unique macabre tone character development created niche anime myriad layers solid 8 10 think wrap head around nuanced narrative format really appreciate grim dark elements world,really liked series think unique macabre tone character development created niche anime myriad layers solid 8 10 think wrap head around nuanced narrative format really appreciate grim dark elements world,0.573
1817650,58874986,released eps day,released eps day,0.0
